Unnamed: 0,url,title,snippet,date
23,https://www.breitbart.com/the-media/2024/08/07/nolte-biden-2-0-media-now-covering-up-kamalas-incompetence/,Nolte: Biden 2.0—Media Now Covering Up Kamala's Incompetence,"Aug 7, 2024 ... The media are smart not to pressure Kamala to talk to them. They both want to defeat Donald Trump. Nothing else has brought Trump down. The left impeached him ...",2024-08-07
24,https://www.breitbart.com/politics/2024/08/10/curious-case-media-failure-secure-interview-kamala-harris/,The Curious Case of the Media's Failure to Secure an Interview with ...,"Aug 10, 2024 ... Donald Trump Endorses Republicans in Florida Special Elections: 'Get Out and Vote' Tues Donald Trump Endorses Republicans in Florida Special Elections ...",2024-08-10
25,https://www.breitbart.com/clips/2024/08/08/nyts-mara-gay-harris-campaign-is-a-pro-democracy-movement-spreading-like-wildfire/,NYT's Mara Gay: Harris Campaign Is a Pro-Democracy Movement ...,"Aug 8, 2024 ... ... Donald Trump and Joe Biden. But I, like you, Nicole, find it interesting that the vice president has barely even, you know, responded to Donald Trump. It's ...",2024-08-08
26,https://www.breitbart.com/sports/2024/08/07/exiled-paraguayan-olympic-swimmer-luana-alonso-hints-at-surprising-career-change/,Exiled Paraguayan Olympic Swimmer Luana Alonso Hints at ...,"Aug 7, 2024 ... ... Donald Trump' · Get All Breitbart News Here. Exiled Paraguayan Olympic Swimmer Luana Alonso Hints at Surprising Career Change. 978 imgonline-com-ua-FrameBlurred ...",2024-08-07
27,https://www.breitbart.com/tech/2024/08/09/elon-musks-communist-transgender-son-unleashes-bitter-tirade-against-dad/,Elon Musk's Communist Transgender Son Unleashes Bitter Tirade ...,"Aug 9, 2024 ... Cotton: 'The Ayatollahs Are Scared to Death of Donald Trump' · Alleged Venezuelan Hitman Arrested by ICE in Texas · Dan Bongino: FBI Releasing Files on COVID ...",2024-08-09
28,https://www.breitbart.com/entertainment/2024/08/02/watch-actress-amanda-seales-unloads-on-phony-disingenuous-kamala-harris/,"Watch: Actress Amanda Seales Unloads on Phony, 'Disingenuous ...","Aug 2, 2024 ... Cotton: 'The Ayatollahs Are Scared to Death of Donald Trump' · Alleged Venezuelan Hitman Arrested by ICE in Texas · Dan Bongino: FBI Releasing Files on COVID ...",2024-08-02
29,https://www.breitbart.com/latin-america/2024/08/01/venezuela-maduro-asks-maduro-controlled-courts-review-maduros-sham-election/,Maduro Asks Maduro-Controlled Courts to Review Maduro's Sham ...,"Aug 1, 2024 ... Venezuela's dictator Nicolás Maduro requested the country's top courts — loyal to him — to ""review"" the July 28 sham presidential election.",2024-08-01
30,https://www.breitbart.com/politics/2024/08/05/un-admits-9-unrwa-employees-may-have-participated-in-october-7-terror/,UN Admits: 9 UNRWA Employees May Have Participated in October ...,"Aug 5, 2024 ... He is also the author of “The Trumpian Virtues: The Lessons and Legacy of Donald Trump's Presidency,” now available on Audible. He is a winner of the 2018 ...",2024-08-05
31,https://www.breitbart.com/politics/2024/08/02/potential-vp-pick-shapiro-under-fire-for-anti-palestinian-op-ed-in-1993/,Potential VP Pick Shapiro Under Fire for Anti-Palestinian Op-ed in ...,"Aug 2, 2024 ... He is also the author of “The Trumpian Virtues: The Lessons and Legacy of Donald Trump's Presidency,” now available on Audible. He is a winner of the 2018 ...",2024-08-02
32,https://www.breitbart.com/politics/2024/08/08/exclusive-rnc-chair-michael-whatley-tim-walz-owns-minnesota-burning-ground/,RNC Chair Michael Whatley: Tim Walz Owns 'Minnesota Burning to ...,"Aug 8, 2024 ... Tim Walz (D) for his handling of riots in 2020 by stating that 2024 Republican presidential candidate former President Donald Trump wasn't helpful back then ...",2024-08-08
1,https://www.breitbart.com/politics/2024/08/18/lindsey-graham-donald-trump-the-provocateur-the-showman-may-not-win-this-election/,"Lindsey Graham: 'Donald Trump the Provocateur, the Showman ...","Aug 18, 2024 ... Senator Lindsey Graham (R-SC) said Sunday on NBC's ""Meet the Press"" that former President Donald Trump could lose the 2024 election to Vice President Kamala ...",2024-08-18
2,https://www.breitbart.com/faith/2024/08/20/scientists-make-breakthrough-discovery-after-analyzing-cloth-jesus-was-buried-in/,Scientists Make Breakthrough Discovery After Analyzing Cloth ...,"Aug 20, 2024 ... ... Donald Trump' · Alleged Venezuelan Hitman Arrested by ICE in Texas · Dan Bongino: FBI Releasing Files on COVID Coverup, Mar-a-Lago Raid, Epstein · Barrasso ...",2024-08-20
3,https://www.breitbart.com/faith/2024/08/19/no-church-old-men-surge-young-conservative-priests-could-make-aging-liberal-clergy-extinct/,"Surge of Young, Conservative Priests Could Make Aging Liberal ...","Aug 19, 2024 ... Exclusive: Sen. Markwayne Mullin on Dealmaker-in-Chief Donald Trump ...",2024-08-19
4,https://www.breitbart.com/politics/2024/08/16/jd-vances-plane-makes-emergency-landing-in-milkwaukee-due-to-door-malfunction/,JD Vance's Plane Makes Emergency Landing in Milwaukee,"Aug 16, 2024 ... The emergency landing of Trump Force Two comes a week after former President Donald Trump's plane was diverted to Billings, Montana, due to a reported ...",2024-08-16
5,https://www.breitbart.com/tag/transgender-poll/,transgender poll Articles - Breitbart,"Aug 14, 2024 ... Janet Mills (D), a poll reveals. Katherine Hamilton. 3 Apr 2025, 10:17 AM PDT. Gov. Janet Mills (D-ME) challenges U.S. President Donald Trump over trans · Poll ...",2024-08-14
6,https://www.breitbart.com/author/alexander-marlow/,"Alexander Marlow, Author at Breitbart","Aug 15, 2024 ... There is one element of the activist left that still poses a significant threat to the Donald Trump and his agenda, and that is lawfare.",2024-08-15
7,https://www.breitbart.com/politics/2024/08/13/report-immigrants-gaining-u-s-citizenship-at-fastest-rate-in-a-decade/,'Reshaping the Electorate': Biden-Harris Admin Granting Citizenship ...,"Aug 13, 2024 ... ... the coronavirus pandemic and a tighter approval regime that reached its zenith under former President Donald Trump.",2024-08-13
8,https://www.breitbart.com/tag/steele-dossier/,Steele dossier Articles - Breitbart,"Aug 12, 2024 ... Nick Gilbertson. 6 Mar 2025, 11:25 AM PDT. President Donald Trump talks with reporters before boarding ...",2024-08-12
9,https://www.breitbart.com/europe/2024/08/14/ibiza-environmental-dept-investigating-katy-perry-over-possible-damaged-sand-dunes-in-lifetimes-video/,Ibiza Environmental Dept. Investigating Katy Perry over Possible ...,"Aug 14, 2024 ... Schumer: Republicans Seem Willing to 'Buck Donald Trump' on Tariff Power ...",2024-08-14
10,https://www.breitbart.com/tag/masks/,masks Articles - Breitbart,"Aug 12, 2024 ... Watch Live: Donald Trump Delivers Commencement Address at University of Alabama ...",2024-08-12
11,https://www.breitbart.com/entertainment/2024/08/14/shark-tank-star-kevin-oleary-backs-elon-musk-joining-a-trump-white-house-government-efficiency-commission/,'Shark Tank' Star Kevin O'Leary Backs Elon Musk Joining a Trump ...,"Aug 14, 2024 ... Kevin O'Leary, the star of ""Shark Tank,"" thinks it is a good idea for billionaire tech entrepreneur Elon Musk to join a possible Donald Trump administration ...",2024-08-14
12,https://www.breitbart.com/entertainment/2024/08/20/deadpool-wolverine-star-blake-lively-under-fire-for-calling-trans-people-trannies-in-resurfaced-interviews/,'Deadpool & Wolverine' Star Blake Lively Under Fire for Calling ...,"Aug 20, 2024 ... ... Donald Trump' · Get All Breitbart News Here. 'Deadpool & Wolverine' Star Blake Lively Under Fire for Calling Trans People 'Trannies' in Resurfaced Interviews.",2024-08-20
13,https://www.breitbart.com/clips/2024/08/13/carville-the-range-we-are-in-now-chance-that-harris-wins-by-five/,Carville: The Range We Are In Now 'Chance that Harris Wins By Five',"Aug 13, 2024 ... ... Donald Trump has a slim victory. Carville said, “We're looking at a different world today than we did 24 days ago. That's pretty clear. They're still trying ...",2024-08-13
14,https://www.breitbart.com/crime/2024/08/19/watch-police-new-jersey-bus-driver-beat-passenger-for-spitting-on-him/,WATCH — Police: New Jersey Bus Driver Beat Passenger for ...,"Aug 19, 2024 ... Watch Live: Donald Trump and RFK Jr. Hold Press Conference; Donald Trump's DHS Terminates Biden's ...",2024-08-19
15,https://www.breitbart.com/entertainment/2024/08/13/james-woods-shares-photo-of-biden-with-former-kkk-member-robert-byrd/,James Woods Shares Photo of Biden Holding Hands with Former ...,"Aug 13, 2024 ... ... Donald Trump made the KKK feel comfortable ... Donald Trump made the KKK feel comfortable. “Every other time the Ku Klux ...",2024-08-13
16,https://www.breitbart.com/politics/2024/08/12/van-jones-harris-is-getting-more-attention-doesnt-need-to-talk-to-press-right-now/,"Van Jones: Harris Is Getting More Attention, Doesn't Need to Talk to ...","Aug 12, 2024 ... Jones began by saying that 2024 Republican presidential candidate former President Donald Trump is “not getting as much attention as Kamala Harris.” He ...",2024-08-12
17,https://www.breitbart.com/politics/2024/08/11/military-podcaster-tim-walz-created-challenge-coins-higher-military-rank-earned/,Military Podcaster: Tim Walz Created Challenge Coins with Higher ...,"Aug 11, 2024 ... Cotton: 'The Ayatollahs Are Scared to Death of Donald Trump' · Alleged Venezuelan Hitman Arrested by ICE in Texas · Dan Bongino: FBI Releasing Files on COVID ...",2024-08-11
18,https://www.breitbart.com/politics/2024/08/19/german-lawmakers-demand-ukraine-pay-for-nord-stream-sabotage-cutoff-of-military-aid-to-kyiv/,German Lawmakers Demand Ukraine Pay for Nord Stream Sabotage,"Aug 19, 2024 ... Donald Trump's Landslide Win Forces Shell-Shocked Dems into Open Approach ... Liberals Cancel Subscriptions to TIME Magazine After Donald Trump Named ...",2024-08-19
19,https://www.breitbart.com/politics/2024/08/16/she-doesnt-know-what-a-woman-is-cnn-panel-has-meltdown-over-nancy-mace-criticism-of-kamala/,'She Doesn't Know What a Woman Is': CNN Panel Has Meltdown ...,"Aug 16, 2024 ... Watch Live: Donald Trump Holds Rally Celebrating First 100 Days · Carville: Trump Polls ...",2024-08-16
20,https://www.breitbart.com/politics/2024/08/20/byron-donalds-media-hyped-joy-and-vibes-around-harris-a-cover-up-for-disastrous-policies/,Donalds: 'Joy' Around Harris-Walz Ticket 'Cover-Up' for Disastrous ...,"Aug 20, 2024 ... Watch Live: Donald Trump and RFK Jr. Hold Press Conference ...",2024-08-20
21,https://www.breitbart.com/radio/2024/08/20/exclusive-sen-marsha-blackburn-key-to-winning-in-november-is-to-compare-historic-inflation-under-kamala-harris-to-trump-tax-cuts/,Exclusive--Sen. Marsha Blackburn Lays Out the Key to Winning in ...,"Aug 20, 2024 ... The Tennessee senator said that in contrast to these radical policies, former President Donald Trump is holding rallies across the country. She said, “Everybody ...",2024-08-20
22,https://www.breitbart.com/politics/2024/08/19/kamala-harris-hires-disgraced-russia-hoaxer-marc-elias-for-election-legal-team/,Kamala Harris Hires Disgraced Russia Hoaxer Marc Elias for ...,"Aug 19, 2024 ... ... Donald Trump and the Republicans over voting results. Elias will join a team of lawyers that is reportedly ten times larger than the team of 600 lawyers ...",2024-08-19
23,https://www.breitbart.com/politics/2024/08/13/watch-colbert-audience-laughs-when-he-calls-cnn-an-objective-news-outlet/,Watch: 'Colbert' Audience Laughs When He Calls CNN an 'Objective ...,"Aug 13, 2024 ... Colbert ironically referred to CNN as “objective” after the news outlet's anchor went on a rant about former President Donald Trump, in which she seemed to ...",2024-08-13
24,https://www.breitbart.com/entertainment/2024/08/20/reservoir-dogs-kill-bill-star-michael-madsen-charged-with-domestic-violence/,"'Reservoir Dogs,' 'Kill Bill' Star Michael Madsen Charged with ...","Aug 20, 2024 ... Cotton: 'The Ayatollahs Are Scared to Death of Donald Trump' · Get All Breitbart News Here. 'Reservoir Dogs,' 'Kill Bill' Star Michael Madsen Charged with ...",2024-08-20
25,https://www.breitbart.com/politics/2024/08/13/democrat-massachusetts-gov-maura-healey-triples-migrant-budget-but-hides-past-spending/,Democrat Massachusetts Gov. Maura Healey Triples Migrant Budget ...,"Aug 13, 2024 ... Donald Trump to Hit China with 104% Tariffs as Xi Jinping Refuses to Halt ...",2024-08-13
26,https://www.breitbart.com/politics/2024/08/13/report-kamala-harriss-muslim-liaison-has-radical-views-battled-jewish-students/,"Report: Kamala Harris's Muslim Liaison Has Radical Views, Battled ...","Aug 13, 2024 ... He is also the author of “The Trumpian Virtues: The Lessons and Legacy of Donald Trump's Presidency,” now available on Audible. ... Exclusive: Sen.",2024-08-13
27,https://www.breitbart.com/entertainment/2024/08/18/batman-caped-crusader-animated-series-gender-swaps-penguin-because-of-a-lack-of-good-female-villains/,'Batman: Caped Crusader' Animated Series Gender-Swaps Penguin ...,"Aug 18, 2024 ... Cotton: 'The Ayatollahs Are Scared to Death of Donald Trump' · Get All Breitbart News Here. 'Batman: Caped Crusader' Animated Series Gender-Swaps Penguin ...",2024-08-18
28,https://www.breitbart.com/asia/2024/08/19/tim-walz-praised-chinese-communism-students-everyone-is-the-same-everyone-shares/,Tim Walz Praised Chinese Communism to Students: 'Everyone Is ...,"Aug 19, 2024 ... Cotton: 'The Ayatollahs Are Scared to Death of Donald Trump' · Alleged Venezuelan Hitman Arrested by ICE in Texas · Dan Bongino: FBI Releasing Files on COVID ...",2024-08-19
29,https://www.breitbart.com/sports/2024/08/18/video-male-jiu-jitsu-fighter-chokes-out-larger-female-opponent-after-forced-face-off-kiss/,VIDEO: Male Jiu-Jitsu Fighter Chokes Out Larger Female Opponent ...,"Aug 18, 2024 ... Cotton: 'The Ayatollahs Are Scared to Death of Donald Trump' · Get All Breitbart News Here. VIDEO: Male Jiu-Jitsu Fighter Chokes Out Larger Female Opponent ...",2024-08-18
30,https://www.breitbart.com/education/2024/08/14/federal-judge-slams-ucla-over-antisemitic-encampments/,Federal Judge Slams UCLA over Antisemitic 'Encampments',"Aug 14, 2024 ... Judge Scarsi was appointed to the federal bench by President Donald Trump and confirmed in 2020. The case is Frankel v. Regents of the University of ...",2024-08-14
31,https://www.breitbart.com/tag/german/,German Articles - Breitbart,"Aug 16, 2024 ... Donald Trump Meets with Vladimir Putin After Press Conference. U.S. President Donald Trump has begun his first in-person meeting with Russian Vladimir Putin ...",2024-08-16
32,https://www.breitbart.com/politics/2024/08/17/cnns-wapos-rampell-caseys-gouging-bill-is-kind-of-thing-venezuela-soviets-tried/,"CNN's, WaPo's Rampell: Casey's 'Gouging' Bill Is 'Kind of Thing ...","Aug 17, 2024 ... Donald Trump Tells Democrat Maine Governor: Comply with Women's Sports EO or Lose Funding Trump Tells Maine Governor: Comply with Women's Sports EO or Lose ...",2024-08-17
33,https://www.breitbart.com/entertainment/2024/08/13/disney-pr-nightmare-rachel-zegler-declares-free-palestine-while-promoting-snow-white-trailer/,Disney PR Nightmare: Rachel Zegler Declares 'Free Palestine ...,"Aug 13, 2024 ... Watch Live: Donald Trump and RFK Jr. Hold Press Conference · Pope Leo XIV Addresses Journalists ...",2024-08-13
34,https://www.breitbart.com/politics/2024/08/15/over-1000-people-arrested-following-uk-anti-mass-migration-riots/,"Over 1,000 People Arrested Following UK Anti-Mass Migration Riots","Aug 15, 2024 ... Donald Trump's Entrance to Star-Studded UFC 314 Brings House Down; FBI: Wisconsin Teen ...",2024-08-15
35,https://www.breitbart.com/entertainment/2024/08/15/nolte-blacklisting-blacklisters-at-hollywood-reporter-blacklist-veteran-film-blogger-sasha-stone/,Nolte: Blacklisting Blacklisters at Hollywood Reporter Blacklist ...,"Aug 15, 2024 ... ... Donald Trump. And for that apostasy… The HUACwood Reporter and their fascist “””journalist””” Rebecca Keegan have found the lamest of excuses to have her ...",2024-08-15
36,https://www.breitbart.com/videos/v/1YrMJUsN/,Video - Breitbart,"Aug 20, 2024 ... Not Afraid: Donald Trump Dances in Butler on Same Site He Was Shot. Oct 09, 2024.",2024-08-20
1,https://www.breitbart.com/politics/2024/08/27/fake-news-strikes-again-media-launches-arlington-cemetery-hoax-against-trump-campaign-after-afghan-anniversary-visit/,Fake News Strikes Again: Media Launches Arlington Cemetery Hoax,"Aug 27, 2024 ... A day after former President Donald Trump honored 13 fallen American service members at Arlington National Cemetery, NPR is claiming Trump campaign staff ...",2024-08-27
2,https://www.breitbart.com/entertainment/2024/08/27/robert-f-kennedy-jr-wife-cheryl-hines-urged-him-to-meet-with-trump/,Robert F. Kennedy Jr.: Wife Cheryl Hines Urged Him to Meet with ...,"Aug 27, 2024 ... told Tucker Carlson in an interview this week that his wife, Hollywood star Cheryl Hines, had encouraged him to meet with former President Donald Trump, not to ...",2024-08-27
3,https://www.breitbart.com/politics/2024/08/22/police-manhunt-underway-for-arizona-sex-offender-who-threatened-to-kill-donald-trump-at-border-visit/,Police: Manhunt Underway for Arizona Sex Offender who ...,"Aug 22, 2024 ... A manhunt is underway for an Arizona sex offender who allegedly threatened to assassinate Donald Trump during his Thursday border visit.",2024-08-22
4,https://www.breitbart.com/politics/2024/08/22/source-republican-rep-lori-chavez-deremers-policy-staffer-attends-dnc-cheers-obama/,Republican Rep. Lori Chavez-DeRemer's Policy Staffer Attends ...,"Aug 22, 2024 ... ... Democratic National Convention where thousands cheered Vice President Kamala Harris in her effort to defeat Donald Trump.",2024-08-22
5,https://www.breitbart.com/entertainment/2024/08/31/real-embarrassing-sopranos-actor-michael-imperioli-ripped-for-gushing-over-photo-of-young-kamala-harris/,'Real Embarrassing': 'Sopranos' Actor Michael Imperioli Ripped for ...,"Aug 31, 2024 ... An Economist/YouGov poll shows that most voters think former President Donald Trump is a strong leader and that Vice President Kamala Harris is a weak leader, ...",2024-08-31
6,https://www.breitbart.com/politics/2024/08/27/left-wing-salon-attacks-maga-over-refusal-to-admit-ella-emhoff-is-cute-unapologetic-misogyny/,Salon Mag Rips MAGA 'Misogyny' for Refusal to Admit Ella Emhoff Is ...,"Aug 27, 2024 ... The Tuesday essay, titled “MAGA attacks on Kamala Harris' stepdaughter threaten to backfire on Donald Trump,” was penned by Salon senior politics writer ...",2024-08-27
7,https://www.breitbart.com/sports/2024/08/31/report-49ers-rookie-ricky-pearsall-shot-during-robbery-attempt-in-san-francisco/,REPORT: 49ers Rookie Ricky Pearsall Shot During Robbery ...,"Aug 31, 2024 ... Cotton: 'The Ayatollahs Are Scared to Death of Donald Trump' · Alleged Venezuelan Hitman Arrested by ICE in Texas · Dan Bongino: FBI Releasing Files on COVID ...",2024-08-31
8,https://www.breitbart.com/politics/2024/08/21/nolte-obama-makes-penis-size-joke-while-trashing-trump-as-childish/,Nolte: Obama Makes Penis Size Joke While Trashing Trump as ...,"Aug 21, 2024 ... “For years, Donald Trump did everything in his power to try to make people fear us,” she said. His “narrow view of the world made him feel threatened by the ...",2024-08-21
9,https://www.breitbart.com/clips/2024/08/28/surgeon-general-impacts-of-covid-school-closures-are-still-harming-parents/,Surgeon General on Parental Stress: We're Still Living with Impact of ...,"Aug 28, 2024 ... Cotton: 'The Ayatollahs Are Scared to Death of Donald Trump' · Alleged Venezuelan Hitman Arrested by ICE in Texas · Dan Bongino: FBI Releasing Files on COVID ...",2024-08-28
10,https://www.breitbart.com/politics/2024/08/23/trump-steals-kamala-joy-obama-hope-harris-must-be-defeated/,"Trump Steals Kamala's 'Joy,' Obama's 'Hope': Harris Must Be Defeated","Aug 23, 2024 ... Donald Trump is riding high after Democrats' failure to utilize the DNC to springboard Vice President Kamala Harris's struggling campaign.",2024-08-23
11,https://www.breitbart.com/entertainment/2024/08/24/green-day-rocker-billie-joe-armstrong-decries-maga-agenda-before-declaring-performance-not-political/,Green Day Rocker Billie Joe Armstrong Decries 'MAGA Agenda ...,"Aug 24, 2024 ... JD Vance (R-OH), former President Donald Trump's running mate. Watch Below: Video Source: Alana Mastrangelo / Breitbart News. Green Day Vocalist Billie Joe ...",2024-08-24
12,https://www.breitbart.com/politics/2024/08/21/fact-check-former-u-s-capitol-police-sgt-claims-five-officers-died-as-a-result-of-jan-6/,Former U.S. Capitol Police Sgt. Claims 'Five Officers' Died from Jan. 6,"Aug 21, 2024 ... To Donald Trump, I ask, why don't you? On January 6, I nearly died protecting the Capitol, and I would do it again for our democracy.” As Breitbart News has ...",2024-08-21
13,https://www.breitbart.com/sports/2024/08/29/video-caitlin-clark-breaks-out-in-laughter-after-teammates-accidental-x-rated-remark/,VIDEO: Caitlin Clark Breaks Out in Laughter After Teammate's ...,"Aug 29, 2024 ... Cotton: 'The Ayatollahs Are Scared to Death of Donald Trump' · Alleged Venezuelan Hitman Arrested by ICE in Texas · Dan Bongino: FBI Releasing Files on COVID ...",2024-08-29
